=========================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5.revisions
############## CONFLICT ##############
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Test public void leakFound() {
    AnalysisResult result = analyze(new HeapAnalyzer(NONE));
    LeakTraceElement gcRoot = result.leakTrace.elements.get(0);
    assertTrue(result.leakFound);
    assertFalse(result.excludedLeak);
    assertEquals(Thread.class.getName(), gcRoot.className);
    assertEquals(THREAD, gcRoot.holder);
    assertThat(gcRoot.extra, containsString(ASYNC_TASK_THREAD));
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Test public void excludeThread() {
    ExcludedRefs excludedRefs = new ExcludedRefs();
    excludedRefs.thread(ASYNC_TASK_THREAD);
    AnalysisResult result = analyze(new HeapAnalyzer(excludedRefs));
    assertTrue(result.leakFound);
    assertFalse(result.excludedLeak);
    LeakTraceElement gcRoot = result.leakTrace.elements.get(0);
    assertEquals(ASYNC_TASK_CLASS, gcRoot.className);
    assertEquals(STATIC_FIELD, gcRoot.type);
    assertEquals(EXECUTOR_FIELD, gcRoot.referenceName);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Test public void excludeStatic() {
    ExcludedRefs excludedRefs = new ExcludedRefs();
    excludedRefs.thread(ASYNC_TASK_THREAD);
    excludedRefs.staticField(ASYNC_TASK_CLASS, EXECUTOR_FIELD);
    AnalysisResult result = analyze(new HeapAnalyzer(excludedRefs));
    assertTrue(result.leakFound);
    assertTrue(result.excludedLeak);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Test public void excludeStaticForBase() {
    ExcludedRefs excludedRefs = new ExcludedRefs();
    excludedRefs.thread(ASYNC_TASK_THREAD);
    excludedRefs.staticField(ASYNC_TASK_CLASS, EXECUTOR_FIELD);
    AnalysisResult result = analyze(new HeapAnalyzer(excludedRefs, excludedRefs));
    assertFalse(result.leakFound);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
private AnalysisResult analyze(HeapAnalyzer heapAnalyzer) {
    File heapDumpFile = new File(Thread.currentThread()
        .getContextClassLoader()
        .getResource("leak_asynctask.hprof")
        .getPath());
    return heapAnalyzer.checkForLeak(heapDumpFile, "dc983a12-d029-4003-8890-7dd644c664c5");
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/test/java/com/squareup/leakcanary/HeapAnalyzerTest.java
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public final
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTraceElement.java
############## CONFLICT ##############
Conflict type: ImplementList
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
implements Serializable
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTraceElement.java
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTraceElement.java
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTraceElement.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
LeakTraceElement(String referenceName, Type type, Holder holder, String className, String extra) {
    this.referenceName = referenceName;
    this.type = type;
    this.holder = holder;
    this.className = className;
    this.extra = extra;
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTraceElement.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Override public String toString() {
    String string = "";

    if (type == STATIC_FIELD) {
      string += "static ";
    }

    if (holder == ARRAY || holder == THREAD) {
      string += holder.name().toLowerCase(US) + " ";
    }

    string += className;

    if (referenceName != null) {
      string += "." + referenceName;
    } else {
      string += " instance";
    }

    if (extra != null) {
      string += " " + extra;
    }
    return string;
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTraceElement.java
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public final
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTrace.java
############## CONFLICT ##############
Conflict type: ImplementList
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
implements Serializable
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTrace.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
LeakTrace(List<LeakTraceElement> elements) {
    this.elements = unmodifiableList(elements);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTrace.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
@Override public String toString() {
    StringBuilder sb = new StringBuilder();
    for (int i = 0; i < elements.size(); i++) {
      LeakTraceElement element = elements.get(i);
      sb.append("* ");
      if (i == 0) {
        sb.append("GC ROOT ");
      } else if (i == elements.size() - 1) {
        sb.append("leaks ");
      } else {
        sb.append("references ");
      }
      sb.append(element).append("\n");
    }
    return sb.toString();
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/LeakTrace.java
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public final
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/AnalysisResult.java
############## CONFLICT ##############
Conflict type: ImplementList
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
implements Serializable
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/AnalysisResult.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public static AnalysisResult noLeak(long analysisDurationMs) {
    return new AnalysisResult(false, false, null, null, null, analysisDurationMs);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/AnalysisResult.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public static AnalysisResult leakDetected(boolean excludedLeak, String className,
      LeakTrace leakTrace, long analysisDurationMs) {
    return new AnalysisResult(true, excludedLeak, className, leakTrace, null, analysisDurationMs);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/AnalysisResult.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public static AnalysisResult failure(Exception exception, long analysisDurationMs) {
    return new AnalysisResult(false, false, null, null, exception, analysisDurationMs);
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/AnalysisResult.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: f4a00761a400f56e7aded0f1d7826ddfeeb129a4
Parent1 SHA-1: f0cc04dfbf3cca92a669f0d250034d410eb05816
Parent2 SHA-1: 331f5933395f003017c393925d4ac844265418d6
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
private AnalysisResult(boolean leakFound, boolean excludedLeak, String className,
      LeakTrace leakTrace, Exception failure, long analysisDurationMs) {
    this.leakFound = leakFound;
    this.excludedLeak = excludedLeak;
    this.className = className;
    this.leakTrace = leakTrace;
    this.failure = failure;
    this.analysisDurationMs = analysisDurationMs;
  }
File path: /tmp/downloads/leakcanary/revisions/rev_f0cc0_331f5/rev_f0cc0-331f5/library/leakcanary-analyzer/src/main/java/com/squareup/leakcanary/AnalysisResult.java

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_43356_f4a00/rev_43356-f4a00.revisions

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_2d530_72936/rev_2d530-72936.revisions

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_064ac_f23db/rev_064ac-f23db.revisions

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_43b08_4c912/rev_43b08-4c912.revisions

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_bbec4_55357/rev_bbec4-55357.revisions

==================================================================================================================
Revision: /tmp/downloads/leakcanary/revisions/rev_8b9f8_48be9/rev_8b9f8-48be9.revisions
############## CONFLICT ##############
Conflict type: ModifierList
Merge Commit SHA-1: 930aa6a11972b5ece8453726cd34fd6dec8ab087
Parent1 SHA-1: 8b9f85ead2c03b047dd89f6c7a76c2424fee1f95
Parent2 SHA-1: 48be9a1bdaa8b225f9f7e5647454d7bb82b4315e
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public final
File path: /tmp/downloads/leakcanary/revisions/rev_8b9f8_48be9/rev_8b9f8-48be9/library/leakcanary-android/src/main/java/com/squareup/leakcanary/internal/LeakCanaryInternals.java
############## CONFLICT ##############
Conflict type: EditSameMC
Merge Commit SHA-1: 930aa6a11972b5ece8453726cd34fd6dec8ab087
Parent1 SHA-1: 8b9f85ead2c03b047dd89f6c7a76c2424fee1f95
Parent2 SHA-1: 48be9a1bdaa8b225f9f7e5647454d7bb82b4315e
Number of Conflicts: 1
Different Spacing: 0
Consecutive Lines: 0
Intersection: 0
Cause same signature: 
Possible renaming: 0
Conflict body: 
public static File storageDirectory() {
    File downloadsDirectory = Environment.getExternalStoragePublicDirectory(DIRECTORY_DOWNLOADS);
    File leakCanaryDirectory = new File(downloadsDirectory, "leakcanary");
    leakCanaryDirectory.mkdirs();
